created_at	playlist_id	title	numtracks	duration	owner
1218795536	316655	[13091, 8861, 4199, 12636, 7194]	8	1382	44636
1250243469	11638733	[19676]	8	1382	44636
1171848567	3787511	[19676]	4	1435	40874
1238569157	10125821	[19676]	4	1435	40874
1182008126	4560977	[]	4	1435	44459
1227024258	5834353	[13637, 962, 8059]	91	34977	44459
1245595983	8957175	[12995]	74	10420	44739
1245595905	5200714	[19676]	74	10420	44739
1283549347	69141	[10936, 16570]	33	12416	42042
1221819627	8302787	[17544]	36	8182	42042
1221819162	5403070	[3624]	42	15499	42042
1237855738	5574396	[750]	62	16454	42042
1253926764	11046127	[19112]	3	952	44539
1218765206	5737960	[903, 4986, 4578, 18783]	0	0	44539
1220216930	4513084	[19676]	0	0	44539
1201559425	6424282	[19676]	0	0	44539
1248242214	4302497	[15713]	1	196	44539
1216479354	7968821	[19676]	10	2921	42874
1174048925	3653750	[462, 14448]	94	26941	42874
1275736189	7212087	[15673]	0	0	42069
1275513167	448327	[]	0	0	42069
1275511996	8536217	[17199]	46	11400	42069
1275511676	11254359	[2248, 2853]	13	2594	42069
1275511106	11598851	[19004]	11	3632	42069
1275510507	10284830	[2442, 3782]	30	6529	42069
1275510294	11734413	[4799]	11	2561	42069
1275509919	5894532	[934]	2	362	42069
1216742159	11569474	[20724, 15075]	96	22562	41165
1214000284	4957002	[]	40	9362	41165
1414239678	5358175	[11914, 4791, 16425, 13540]	32	9106	43285
1412901773	2405171	[8528, 11914]	5	1332	43285
1412546418	5263971	[9163, 15818]	6	1031	43285
1305663469	5555174	[18808, 11914]	22	5827	43285
1301516476	2059686	[15050, 11914, 4791]	25	7095	43285
1304691953	10389264	[14881, 11914]	2	311	43285
1289856990	1009374	[5625]	11	3281	45123
1262402116	8959519	[9581]	11	3281	45123
1175341188	89202	[12719, 12636]	146	39662	44776
1240351379	1213400	[19676]	146	39662	44776
1183665763	2385206	[1036]	12	3517	43568
1230942187	4262074	[7938, 15282]	8	1974	43568
1328643784	5757366	[15696]	12	3206	40396
1322154911	8552121	[20654]	10	2743	40396
1322154636	526026	[]	5	1260	40396
1322151555	8574616	[]	6	1819	40396
1322151225	3087309	[5139, 20820, 5293]	8	1889	40396
1322151186	8215167	[]	2	455	40396
1322151141	5133097	[6148, 13934, 1906]	1	238	40396
1322151045	3054426	[19676]	1	238	40396
1355672353	11179709	[18563, 5754, 19003, 11761, 18925]	24	5848	42913
1306392356	5832987	[12416, 10903, 18925]	39	8650	42913
1355673712	6935411	[7401, 20387, 18698]	3	542	42913
1355671465	7311453	[5465]	12	2946	42913
1308607379	5782763	[983, 12995]	11	2405	42913
1271928405	10523004	[19676]	23	5962	42913
1309586541	8885510	[20686]	6	1651	42913
1323155063	7495004	[19676]	16	3497	43386
1322302680	531971	[19676]	2	350	43386
1392579805	3934009	[11931]	47	16801	40265
1310059606	11557834	[19676]	150	42976	40265
1238592888	7826038	[12804]	16	4356	41721
1238158575	7717916	[12999]	115	29870	41721
1382216840	3227938	[10903, 18925]	9	2590	43974
1310833365	10315423	[19676]	9	2590	43974
1281681757	5830321	[12189, 3420]	2	490	42492
1187118779	4205165	[19676]	2	490	42492
1369921551	2227388	[10936, 16570]	27	6189	40856
1366885925	6821666	[]	7	1426	40856
1296833824	3119626	[840, 6101, 6965, 11095]	0	0	41584
1238701942	5111050	[20880, 2113, 6965, 11095]	2	521	41584
1309213798	7754824	[1757, 18132]	2	534	42848
1309178239	6594497	[20843]	5	1200	42848
1309177844	10023275	[19676]	20	4855	42848
1284333396	4093867	[19676]	14	4429	41416
1259708752	10329084	[19676]	14	4429	41416
1407940080	6487605	[11235, 8942]	5	1127	40348
1374903801	4419757	[13631, 16938]	5	1127	40348
1283316853	6632250	[1445]	8	1756	40348
1278184938	6624362	[17276]	41	10759	40348
1296385340	10721999	[611]	41	10759	41177
1224659176	4154836	[5684]	125	25811	41177
1340565405	3325234	[17654]	14	3260	40549
1306167090	6146154	[19676]	37	10664	40549
1257026942	8949178	[19676]	2	490	43446
1257026942	3129397	[19676]	2	490	43446
1288837669	4459015	[6695]	3	721	43246
1288829207	6102408	[16548]	5	1234	43246
1336062965	4078566	[5928]	1	239	42446
1320248361	11466005	[19089]	93	24275	42446
1360244155	1883865	[19676]	93	24275	42446
1320249808	10668600	[9147]	24	5753	42446
1259354698	10783845	[15282]	6	1569	43945
1258222306	8738837	[15558, 12988, 10959, 18874, 2287, 18698]	6	1095	43945
1352715963	8774328	[3179]	5	997	43945
1291546547	2967562	[4777, 15035, 13257]	17	3311	43945
1364483730	5540492	[17180, 3806, 12988, 18698]	17	3311	43945
1245482240	6818369	[766, 18694, 13595, 18698]	28	7006	43945
1258221914	1813346	[8520, 10819, 9857]	7	1675	43945
1334912426	11634997	[2861, 9857]	2	532	43945
1267822684	10030130	[17892, 15926, 10819]	7	1696	43945
1223512363	6029242	[19676]	7	1696	41343
1223497896	10514804	[15286]	76	17879	41343
1337366561	8821552	[8932, 20531]	15	3383	40712
1354345794	4978059	[9823]	2	525	40712
1354351320	3219420	[10813]	0	0	40712
1273958179	4935981	[16537, 12189]	117	31371	40712
1314292185	6402505	[13455, 12189]	25	5753	40712
1290631541	6337240	[16661, 12189]	125	39600	40712
1279564841	4559261	[15152, 12189]	134	40125	40712
1281551427	8839638	[16620, 12189]	118	39275	40712
1275443221	8271031	[15115, 12189]	130	33551	40712
1274335699	10021325	[18640, 12189]	124	40766	40712
1268594510	8143876	[18041, 12189]	130	36265	40712
1365870767	3741105	[4300]	18	3976	42006
1361118195	5659611	[16291, 19593]	9	2230	42006
1201732348	6213126	[19676]	55	12978	42006
1367194408	3570846	[12237]	3	557	45072
1330023304	7108554	[18943]	17	4180	45072
1218873684	2844185	[4932, 862]	37	8956	41912
1332877365	8354924	[19676]	9	2198	41912
1269168873	8705505	[15272]	53	13438	43798
1202391324	104443	[19676]	53	13438	43798
1254654725	6467097	[2400]	9	1978	41217
1251399941	10057711	[20569]	10	2370	41217
1251672487	10102015	[13134]	11	2270	41217
1251392707	7327456	[5513, 13482, 5088]	12	3885	41217
1251629466	10195021	[11444, 11504]	36	9772	41217
1251326324	7541639	[16330]	10	3151	41217
1251325777	5252269	[6953, 4323, 13482]	16	5063	41217
1251325993	5437612	[7226, 4659]	10	3685	41217
1251326113	241673	[2730, 5151]	10	2876	41217
1251326267	8982948	[2194]	10	2100	41217
1251326434	7072753	[4243, 3245]	10	1990	41217
1251326530	3433494	[5904]	9	2708	41217
1251326567	2716478	[3092]	10	4067	41217
1358479382	10766768	[5947]	6	1610	43719
1350960937	11603623	[10819, 17427, 18925]	122	34171	43719
1218133909	6641337	[7914]	91	19336	42755
1171057729	7541257	[18402, 4659]	49	17095	42755
1350385452	5808727	[]	5	1066	44304
1350385404	6874908	[19676]	5	1066	44304
1214169083	6856396	[14425]	17	6111	44304
1223808741	6994574	[]	33	9661	42527
1241346102	3097425	[10903, 12671]	2	349	42527
1218911008	8643301	[19676]	11	4212	42831
1178448545	6339282	[19676]	11	4212	42831
1291484026	8357059	[11095]	54	12218	41070
1281597335	7591431	[19676]	129	31378	41070
1249475773	6406207	[8823, 8691]	129	31949	42960
1253614516	7840273	[5625]	1	336	42960
1255620906	7256374	[9163, 15818]	7	1791	42960
1249471886	3397295	[11914, 14697]	38	20315	42960
1250164715	4703236	[19837, 11914]	29	9954	42960
1295947212	7542064	[2586]	29	9954	42960
1252580106	3147616	[8157]	35	9752	42960
1254410976	23283	[17896, 4986, 15818]	11	4530	42960
1249473903	8633325	[15818, 14697]	15	5751	42960
1248900018	3095018	[17539, 1131]	17	6074	42960
1249472571	6582071	[9016, 1131]	16	5163	42960
1254743555	3492002	[17542, 3847]	15	2915	42960
1249478672	10224048	[19232, 8823]	83	22632	42960
1259926276	8357537	[5471]	16	5270	42960
1254484275	6658238	[3844, 15818]	19	5794	42960
1267717917	4196308	[5599]	3	831	42960
1266497807	10059415	[9841]	2	738	42960
1265992104	7541135	[2040, 5575]	5	1820	42960
1265633631	8014783	[19349, 7873, 19704, 13765]	5	1820	42960
1209581838	10291422	[19676]	4	1798	42960
1241425327	3632304	[20313, 6746, 13482, 18698]	7	1869	40685
1241424817	6645523	[20653]	7	1869	40685
1314888632	1983528	[14438, 20322, 10936, 17427]	16	3719	44561
1314546848	3187464	[1531, 20417]	3	450	44561
1311726374	8942924	[17434, 8358]	10	2004	44561
1366385415	4638901	[]	79	18288	41270
1366381189	7718332	[]	31	8236	41270
1367402924	3920520	[17594, 1227, 7860]	3	649	40114
1255815117	10989222	[19676]	104	23826	40114
1318853706	1628337	[19624, 2287]	15	4509	45137
1313259528	10897076	[19676]	2	915	45137
1236352414	8981079	[865, 4898]	5	2586	41692
1277058633	10359096	[233, 8733]	5	1438	41692
1258574330	4493567	[6181, 14730]	5	1438	41692
1171726375	10677835	[13878, 2322, 18698]	6	2268	41692
1224020050	8975430	[15467, 9351]	6	2561	41692
1236352598	8421278	[18097, 15442, 2586, 7194, 18698]	3	833	41692
1224020119	2668802	[5334, 9581, 9438]	2	574	41692
1237745305	1821735	[7965, 20874, 4831, 12719, 7194]	11	2864	41692
1236353567	10477422	[19232, 18698]	7	2421	41692
1216172681	10207541	[19676]	9	1928	42067
1247234050	5018916	[20615]	9	1928	42067
1282999718	7832256	[6250, 12636]	49	11485	43081
1288432571	11216484	[1970, 11914]	72	18636	43081
1278348317	7944083	[13589, 7873, 18698]	51	11929	42633
1176373966	7897424	[]	4	889	42633
1224741875	10783066	[19676]	2	606	40969
1225679984	5226095	[19676]	6	1838	40969
1321193587	6005651	[13064]	6	1838	40628
1171733878	3859510	[3390]	6	2065	40628
1291879053	10786404	[13871]	2	613	41755
1230200923	6860532	[4513]	12	3962	41755
1202759680	3920948	[]	37	9960	41755
1238052161	8184561	[]	7	4086	41755
1244001940	8719282	[13661, 20340, 5479]	8	1964	41755
1302807657	8990954	[17034, 4588, 3102, 8576, 3254, 13661]	1	194	43005
1299291481	3435865	[5428]	6	1207	43005
1231214367	8000536	[19676]	6	1207	44164
1231784314	7576551	[19676]	6	1400	44164
1349813722	5282838	[4721, 10752]	24	6838	42225
1349811785	10557719	[6443, 10752]	19	6204	42225
1342916949	10758569	[14630, 9163]	21	5344	42225
1188895489	4373502	[19676]	96	29501	42225
1380470817	10920568	[]	9	2660	44451
1334847214	8215735	[]	11	2541	44451
1359227725	8083042	[13607, 10903, 17427, 16169, 18698, 18925]	25	6177	44451
1329126902	4081513	[12531]	7	1594	44451
1344325721	7916101	[6581, 20878, 15243, 10562, 16554, 20874, 8733, 18694, 1620, 18698]	8	1704	44451
1345650258	4188179	[]	14	3287	44451
1348479189	100505	[]	14	1389	44451
1351599976	10467137	[]	32	7271	44451
1348480127	5181386	[]	12	3049	44451
1334849802	5585209	[]	16	8705	44451
1288707882	7261185	[2126, 13607, 20874, 7194, 9438]	10	2570	44451
1334849348	10363468	[]	4	610	44451
1324837321	10682164	[15934, 3575, 9402, 3725, 20223, 12719, 1015, 7194]	6	1403	44451
1327944687	6582163	[2040, 9581]	6	1403	40562
1327935171	1491090	[20075]	6	1403	40562
1184070598	8560397	[]	179	49952	40562
1238542879	387542	[]	3	683	40562
1238493833	10086566	[7044, 19232, 8823]	90	27188	40562
1238542654	7081081	[]	90	27188	40562
1226926760	8420471	[14687]	3	837	40562
1238537148	5509799	[4601, 3617]	59	13531	40562
1305400595	7541629	[15272, 3420]	20	5129	41945
1260620961	5611707	[9555, 3420]	15	4392	41945
1260556400	8176882	[1593, 3420]	12	3232	41945
1276943064	7627209	[9838]	30	8198	42916
1274549938	6212890	[11646, 12416]	19	6105	42916
1272634207	11273237	[1426]	18	5458	42916
1272633833	5127844	[11646]	4	1174	42916
1394207755	10252368	[3246]	16	4840	40488
1395574079	10654859	[]	3	1059	40488
1307393593	11524782	[1739]	15	3430	43556
1307037151	4293931	[18651]	16	4615	43556
1294615877	6874284	[1891]	2	392	43556
1258645888	6224947	[19676]	2	392	41336
1224586171	8375922	[8, 3570]	17	3752	41336
1276874483	10906297	[15919, 3844, 15818]	54	15856	40806
1273768378	3383824	[1816, 14349]	20	5008	40806
1310447939	7676655	[]	18	4798	45009
1328276270	6005979	[2373]	13	2786	45009
1328023643	4892556	[1052, 7784]	19	4376	42979
1327904466	688020	[3067, 6118]	26	5770	42979
1312977351	7135617	[15121]	15	3576	42979
1324886803	1367372	[15318, 18698]	24	5611	42979
1324359447	3010587	[9774, 2663]	13	3434	42979
1322587922	11647265	[8251]	25	6211	42979
1322514120	10302441	[3124]	22	4799	42979
1261413938	5479345	[19676]	22	4799	40075
1187154178	6096137	[]	46	11077	40075
1232980804	11747738	[15517]	70	21141	40725
1232980856	8711444	[13190]	51	13575	40725
1232982460	10987131	[20649, 4588, 13589, 10819, 18925]	40	12900	40725
1232989113	3223526	[6447, 2287]	57	17727	40725
1284192314	5009800	[10936, 16570]	147	46652	44099
1184954989	6381404	[1094, 14448]	109	30964	44099
1254518807	10637124	[19676]	41	9822	41895
1254583971	2404782	[19676]	129	28655	41895
1254519175	8969298	[19676]	16	3613	41895
1254518491	4745786	[19676]	11	2297	41895
1254518109	5402450	[19676]	4	778	41895
1251333208	8754299	[19676]	25	6191	41895
1174851135	8080014	[]	41	10890	40999
1239503861	11400633	[19676]	8	1861	40999
1324380348	5539995	[4546, 19094, 7194]	11	2702	44642
1296928520	11665868	[19073, 10620]	12	2779	44642
1189531419	5298478	[19676]	9	2345	44642
1303923196	8684165	[19017]	14	6579	43248
1297139245	2993183	[3525, 13490]	15	5134	43248
1224372518	7541478	[19676]	4	934	43162
1187487322	8600395	[]	28	7330	43162
1281699127	7872257	[17704, 7853, 1924, 13482]	15	3870	43747
1254076182	3970740	[1731, 1924, 13482, 10536]	16	4260	43747
1261311267	7907648	[20498, 4962, 1924, 13482, 18698]	16	4237	43747
1345387543	5024236	[1131, 12719]	4	1103	43700
1349811583	5572625	[19676]	5	819	43700
1333878578	11662218	[7770]	12	2726	43700
1256729600	5529910	[9115, 4891, 1731]	13	4404	44881
1255509102	8726380	[6975, 7369, 11914]	134	37325	44881
1251405343	1713955	[1995, 11914]	31	8749	44881
1267774006	5327240	[19676]	3	773	40880
1261155040	4482360	[19676]	11	2543	40880
1260877408	3432766	[19676]	11	2543	40880
1260877212	3709351	[19676]	11	2543	40880
1325278749	7630851	[16894]	14	3271	42098
1343450233	4542437	[19676]	14	3271	42098
1322433363	898771	[15013]	12	2936	41614
1322404679	3161524	[]	13	3732	41614
1226511963	10768313	[17810, 15204, 10139, 17388, 13482]	18	13818	44972
1226513982	4365834	[6740, 20878, 14448]	50	17464	44972
1306863731	2935982	[12636]	35	7492	41316
1308869328	2942826	[3485, 1507]	3	741	41316
1308783264	5388323	[17643, 3714]	2	517	41316
1308584057	8362996	[]	4	861	41316
1307022486	218673	[11022, 2623]	9	2513	41316
1306965810	11726800	[9732, 2158, 9764, 18698]	1	30	41316
1232443714	5953089	[19687]	13	2889	39927
1232444752	4757952	[17211]	11	2741	39927
1232445425	7828669	[13540]	13	2941	39927
1368497353	7594304	[]	33	7466	40705
1368239427	569838	[13942, 12608]	63	15159	40705
1289691795	6947062	[1113, 4878, 3208, 4776]	11	2528	45146
1287297993	3824614	[13971, 10407, 11418, 4776]	11	2528	45146
1335800298	4769457	[]	8	1658	40382
1285251392	2077740	[19676]	8	1658	40382
1283155665	1950055	[11914, 4791]	12	2755	40535
1223817248	7171990	[2878, 2424]	6	2071	40535
1250523516	5115160	[8823, 8691]	6	1558	40916
1245872600	10664644	[17011, 12094, 1227]	6	1558	40916
1241789555	5356557	[7157]	20	4777	40916
1244053628	5732137	[16864, 8528]	20	4777	40916
1244125408	4102345	[14881]	6	3522	40916
1241789690	1835404	[14965]	2	956	40916
1244574184	8940379	[18527]	2	956	40916
1241789194	8384816	[1136]	2	786	40916
1244143556	8312278	[4280, 1227, 2586]	2	786	40916
1244370318	7991784	[7445]	4	1224	40916
1242152003	3103728	[3651]	57	22983	40916
1242373163	5520441	[6013, 18331, 14630, 19232, 8823, 15818]	17	6213	40916
1241789830	11745750	[8875]	4	1633	40916
1308472503	7667817	[]	16	5642	41560
1367580526	7541588	[20976]	7	1633	41560
1273999923	7346622	[19676]	7	1633	44298
1262989893	3451179	[2637, 20878, 10903, 18925]	9	2305	44298
1246967862	8019046	[10936, 16570]	49	10275	43849
1191252041	6692287	[1221, 14448]	46	9616	43849
1351245557	5395867	[9901, 3725]	7	1355	43580
1357471916	11549556	[]	1	242	43580
1357156475	2105953	[48, 15205, 248, 19017]	66	13712	43580
1357126893	3105318	[48, 248, 19017]	86	18418	43580
1351265220	5217910	[10819, 9438]	34	7876	43580
1258861718	3119156	[19676]	34	7876	44344
1256188950	10400687	[13291]	34	7876	44344
1173694550	7890744	[1237, 14448]	6	1459	44344
1232805712	6828966	[18646]	2	428	44344
1243535776	7175470	[9838]	2	428	44344
1421704012	6370953	[]	4	1074	41985
1421434004	5541947	[263]	4	1074	41985
1392546426	10186067	[261]	15	4293	41985
1360316585	11681655	[244, 227]	10	3187	41985
1370681250	7493808	[258]	11	3245	41985
1259590255	6571081	[19306, 9438]	20	6771	40189
1270326344	7541452	[]	2	383	40189
1206120930	11586818	[15370]	5	1095	40189
1415596056	11118389	[19676]	4	1393	45139
1390418146	5548438	[19676]	4	1393	40533
1331162075	6488774	[12995]	2	518	40533
1315551385	7541305	[2287]	3	898	42196
1295082569	4823994	[5327]	3	898	42196
1220007936	10103900	[]	167	44423	45155
1232394367	7693686	[]	55	15884	45155
1220173327	8997547	[]	21	4264	45155
1406656530	10935569	[14710]	20	3976	40980
1266243511	4687292	[12694]	12	4931	40980
1245650036	8626640	[13045]	2	557	43362
1173007635	5545769	[19676]	1	357	43362
1253540583	10741392	[962]	2	472	40824
1171303267	11676845	[]	69	17660	40824
1271193123	11534707	[15350, 15029]	0	0	40230
1270474443	5995562	[19676]	0	0	40230
1298559691	7141885	[9115, 6443, 18698]	4	868	44053
1298581660	8706371	[10441]	8	1900	44053
1330291353	5712388	[12199]	132	40247	42861
1326894873	4929674	[12199]	170	50544	42861
1332672688	76774	[]	16	3582	42239
1332354951	5974454	[19676]	10	1949	42239
1381020287	7370185	[10936, 16570]	13	4232	41811
1300186082	7857459	[10936, 16570]	181	53718	41811
1236348476	6631269	[17977, 15029]	99	17848	42714
1236592192	5364231	[12225]	55	12926	42714
1236591186	8027470	[20392]	44	10389	42714
1236294435	7570971	[19676]	40	8906	43469
1236294434	2949574	[19676]	40	8906	43469
1267133599	5846143	[9109, 12995]	28	9447	44075
1251503076	2299457	[13634, 12995, 18698, 18925]	181	51391	44075
1194692166	6886041	[1282]	131	31676	44075
1228099298	5222307	[2431, 10829]	169	45060	44075
1240946711	6046033	[17401, 10829, 12995]	111	27698	44075
1310895414	6750943	[]	8	1712	41815
1309503581	7086709	[19676]	24	6487	41815
1204818675	10524241	[19676]	8	2236	44923
1219022979	5415324	[8364, 3815, 17317, 10436, 15818, 20426]	12	3079	44923
1233595559	5632618	[5218, 233, 12636]	12	3079	44923
1237410228	2876692	[]	12	2945	41610
1229880800	8514216	[]	39	10204	41610
1259439499	3370086	[13987, 12189]	24	5343	40966
1257981400	8758875	[15573]	24	6996	40966
1257981151	11415260	[811, 12268]	2	418	40966
1171057652	5179007	[1309, 13479, 10891]	102	27139	44673
1249900169	11490661	[19676]	9	2009	44673
1186067210	8014040	[]	16	3559	44377
1216469293	7030087	[19676]	9	2040	44377
1342129339	3530659	[]	152	33462	42326
1405256125	3088471	[735, 18932, 5334]	152	33462	42326
1291410615	3247092	[7726]	2	451	41918
1201527123	8303112	[19676]	2	430	41918
1326299321	3505618	[101, 9553]	2	430	44220
1321295067	11055651	[80, 13291]	4	1269	44220
1318768519	3229453	[13533, 80]	15	3869	44220
1311820701	8884244	[11097, 19094]	2	698	41734
1298149409	205899	[19676]	2	698	41734
1284941938	6355465	[]	2	490	40369
1284941734	4389639	[19433]	2	490	40369
1284940619	11526949	[13595]	2	490	40369
1267301411	6147616	[17936, 88, 714]	133	35468	40706
1327369500	7541879	[10034, 10031, 13589]	79	24149	40706
1169697477	4762264	[3240, 5746]	163	35227	40706
1333001946	3088472	[4447]	2	285	40706
1324946916	972340	[2126, 5188]	6	1769	40706
1226780554	10199686	[7124, 15093]	97	27707	40706
1242825290	10909775	[14157, 2126, 18698]	42	11505	40706
1254442809	8382922	[164, 7043]	61	12649	40706
1324909037	11619063	[11086, 18698]	23	5203	40706
1302690334	10706162	[17280, 17475]	7	2521	40706
1234566142	8666194	[11081, 13595]	92	23029	40706
1310429702	8593797	[17164]	9	2381	40706
1245371180	10399426	[178, 7043]	81	20739	40706
1282606028	6655986	[4331, 9561, 9026, 9438, 13257]	7	1766	40706
1301166933	7872997	[1349]	26	6385	40495
1217161714	569396	[1348]	77	20154	40495
1273877201	6656910	[9187]	77	20154	44718
1242594131	4778901	[19676]	4	1170	44718
1318038227	6795059	[4588]	4	1003	44658
1318038170	4054285	[19676]	4	1003	44658
1303861826	8796457	[15291, 7560]	2	569	44658
1269294292	4909837	[1331, 20645, 11097, 17977, 3102, 13482, 10903, 12995, 13257]	10	3065	44658
1265091632	3132270	[14008, 13765, 13082, 10536]	12	3408	44658
1267206883	10290737	[7934, 6786, 12432, 18099]	5	1119	44658
1266021582	8424159	[3639, 17176, 12432, 13765]	3	864	44658
1264898623	5520532	[5853, 1227, 4659]	3	864	44658
1237750189	8593096	[2040, 5575]	12	3686	40791
1240921772	5834216	[20021, 12719]	99	29920	40791
1319940270	11592803	[13846, 19833]	3	576	40508
1317046396	10397977	[18268, 2435]	8	1756	40508
1201658951	8037491	[13846, 19833]	140	33174	40508
1316924613	6552227	[18268, 17427]	7	1504	40508
1269526064	11496368	[1677, 18925]	13	3664	42567
1250652793	6459410	[9243, 17923, 8881]	23	6970	42567
1275069781	8975768	[47, 9163]	15	3078	44096
1270733257	4757733	[47, 9163]	13	2603	44096
1171472773	6989973	[19676]	1	365	44157
1171472773	1023743	[19676]	1	365	44157
1171472773	7868387	[19676]	1	365	44157
1171472773	8681939	[19676]	1	365	44157
1237455134	8702937	[]	158	35759	40695
1238947012	2475458	[]	152	32940	40695
1231749838	4677221	[]	132	30519	40695
1232817767	6499875	[]	143	28731	40695
1233693127	4687528	[]	146	39090	40695
1235208190	11522118	[]	139	32580	40695
1236589781	5926369	[]	133	34280	40695
1238058343	5318272	[]	169	37325	40695
1239450012	8846738	[]	153	35377	40695
1302808922	81048	[19119, 3624, 13765]	71	24945	44129
1302875290	1574769	[15685, 2693, 13482]	8	2027	44129
1302808118	7410746	[17501]	12	4194	44129
1302796937	1449491	[17264, 9581]	20	6063	44129
1331474947	6390716	[10823]	16	3519	41246
1330272970	3452591	[19676]	9	2162	41246
1198857899	4196132	[19676]	2	417	44606
1234639237	5187315	[9285]	4	1012	44606
1234092561	11592239	[16182]	27	6418	44606
1234207823	7999921	[1276]	3	931	44606
1236290479	850399	[8358]	11	2280	44606
1321632165	6811489	[12163]	4	715	40989
1320440451	8036021	[4884]	3	839	40989
1304508088	4551123	[8969]	2	576	40989
1389049242	5426550	[16887, 5416, 12943, 15818, 14697]	67	27956	42814
1319304469	4806334	[4797, 7979, 15029, 13482, 2287, 14697]	64	16700	42814
1305038159	5711627	[2388, 15309, 13482, 2287, 15818]	11	1520	42814
1311308685	7399534	[18075, 244]	5	1457	40477
1284923290	8726822	[9531, 239, 18075]	14	3531	40477
1373650520	6422855	[5539]	30	8181	43601
1374245051	3113359	[6250]	13	7751	43601
1382720772	8657908	[1857, 2853]	12	2508	43601
1389104967	5333237	[1717, 18721, 8028]	26	5746	43601
1336519472	6469091	[18800, 4837, 17427, 7194]	22	8115	40276
1202096392	8732597	[19676]	40	10298	40276
1312811964	10227447	[3119]	33	8748	39985
1315068635	8627336	[3847]	4	1102	39985
1313437548	4822186	[20573]	20	4750	40826
1244628728	6328731	[]	2	1018	40826
1265839844	4066002	[7088, 17525, 2299, 7934, 4588, 13589, 20874, 18698]	68	18516	40203
1187987580	6685739	[]	111	30728	40203
1232909427	6443593	[11114, 5973, 7194]	5	1477	40203
1219558635	5024851	[17400]	6	1386	43398
1219641218	10503447	[6382, 8697]	5	1342	43398
1251706776	4176478	[13121, 13482, 2287, 18698]	16	4168	44787
1207010105	6747414	[]	29	7114	44787
1249657999	8724142	[10629, 19094, 14282]	6	1615	44787
1196492215	6515194	[]	95	25303	43666
1228020604	4338265	[1493, 3725]	25	4990	43666
1232644813	11046135	[13301, 10891]	25	4990	44191
1176923951	7605731	[1494, 13479, 10891]	85	26722	44191
1216380062	5949531	[19676]	9	2035	44473
1187276288	11054789	[19676]	9	2035	44473
1375568448	10604818	[19676]	5	943	42161
1200941342	8230717	[1559, 5072, 14448]	18	4438	42161
1331126555	3916454	[9776, 8358]	16	3577	41075
1171049983	6851201	[]	173	43142	41075
1310935388	4094490	[19676]	173	43142	44950
1288652100	4943374	[19676]	56	10189	44950
1280867374	7656559	[1769, 6250, 12636]	2	573	44782
1210010865	10373348	[2485, 1562]	67	17377	44782
1262266388	341899	[]	149	36240	43970
1293724314	6430322	[]	28	7583	43970
1216734812	3233947	[]	180	57565	43970
1391799737	3778525	[19676]	180	57565	44717
1228460936	7770294	[1466, 12639, 18698]	171	38406	44717
1282481979	2467491	[9044, 6746]	37	9421	40868
1299260460	10550213	[9045, 6746]	20	4766	40868
1291491360	8990766	[11554]	7	1378	40868
1252491151	7032975	[6746, 12719]	48	11021	40868
1246701983	114582	[2013, 8059]	48	11021	42169
